Title,Video url,Duration in minutes
Nick Jonas - Jealous (Karaoke Version),https://www.youtube.com/watch?v=Y1DrSBG50NY,3.98
Avicii - The Nights (Karaoke Version),https://www.youtube.com/watch?v=n_h8y2mzpns,3.33
Commodores - Easy (Karaoke Version),https://www.youtube.com/watch?v=iU8ZofhzVb4,4.68
B.o.B ft. Hayley Williams - Airplanes (Karaoke Version),https://www.youtube.com/watch?v=5nziYy_f6Xo,3.6
X Ambassadors - Unsteady (Karaoke Version),https://www.youtube.com/watch?v=fkoOKFgiNXQ,3.82
Halsey - Bad At Love (Karaoke Version),https://www.youtube.com/watch?v=7suNgqRla_Q,3.22
Taylor Swift - Mean (Karaoke Version),https://www.youtube.com/watch?v=qHHkdKlKhfo,4.6
Lewis Capaldi - Hold Me While You Wait (Karaoke Version),https://www.youtube.com/watch?v=0QV7xFZ508c,4.25
Shayne Ward - No Promises (Karaoke Version),https://www.youtube.com/watch?v=el6CciFwgwk,3.95
League of Legends ft. Against The Current - Legends Never Die (Karaoke Version),https://www.youtube.com/watch?v=XHP9jEIO0mo,4.15
Avicii - Waiting For Love (Karaoke Version),https://www.youtube.com/watch?v=Pc-cdGfXmp4,4.2
"Nicki Minaj - Only ft. Drake, Lil Wayne, Chris Brown (Karaoke Version)",https://www.youtube.com/watch?v=npavbyUY-iQ,5.6
Major Lazer ft. Justin Bieber & MØ - Cold Water (Karaoke Version),https://www.youtube.com/watch?v=kMb71-aWthI,3.63
Kacey Musgraves - Rainbow (Karaoke Version),https://www.youtube.com/watch?v=QjVLFKOLsEs,3.73
5 Seconds Of Summer - Teeth (Karaoke Version),https://www.youtube.com/watch?v=ZX2UJRtJiNI,3.58
Green Day - Good Riddance (Time Of Your Life) (Karaoke Version),https://www.youtube.com/watch?v=xy9r0vhOVpk,3.13
Joji - SLOW DANCING IN THE DARK (Karaoke Version),https://www.youtube.com/watch?v=yXROo8kB1Qk,3.72
Justin Bieber - Ghost (Karaoke Version),https://www.youtube.com/watch?v=5HfPe96JOFM,2.9
XXXTENTACION - Hope (Karaoke Version),https://www.youtube.com/watch?v=zxVI2zMc72Q,2.32
Laura Marano - Miraculous Ladybug Theme Song (Karaoke Version),https://www.youtube.com/watch?v=_w7YnxZ11SI,2.5
Indila - Love Story (Karaoke Version),https://www.youtube.com/watch?v=lecqaehgAF0,5.52
The Jackson 5 - I Want You Back (Karaoke Version),https://www.youtube.com/watch?v=auaqyVYmpP8,3.68
"Little Mix - Secret Love Song, Pt. II (Karaoke Version)",https://www.youtube.com/watch?v=z_fs3a7_VYU,4.97
Sia - Alive (Karaoke Version),https://www.youtube.com/watch?v=H0QBqsJF3aA,4.95
Billie Eilish - hostage (Karaoke Version),https://www.youtube.com/watch?v=REegNmz42hk,4.03
Billie Eilish - hostage (Karaoke Version),https://www.youtube.com/watch?v=REegNmz42hk,4.03
Melanie Martinez - Cry Baby (Karaoke Version),https://www.youtube.com/watch?v=Ax0IkqNBSoU,4.67
Ariana Grande - breathin (Karaoke Version),https://www.youtube.com/watch?v=DAGZIVaDSEw,3.67
Zay Hilfigerrr & Zayion McCall – Juju On That Beat (Karaoke Version),https://www.youtube.com/watch?v=afjaNdzlU1s,2.97
XXXTentacion - Moonlight (Karaoke Version),https://www.youtube.com/watch?v=pOnx3VJteCA,2.42
Justin Bieber & benny blanco -  Lonely (Karaoke Version),https://www.youtube.com/watch?v=jaWlZ_U-jDc,2.82
XXXTENTACION - Jocelyn Flores (Karaoke Version),https://www.youtube.com/watch?v=MZY0x2w_tsY,2.4
The Greatest Showman - Never Enough (Piano Version),https://www.youtube.com/watch?v=O61upKFDL9I,3.5
Ed Sheeran - Galway Girl (Karaoke Version),https://www.youtube.com/watch?v=2axTFDFnj-Q,3.27
Selena Gomez - Kill Em With Kindness (Karaoke Version),https://www.youtube.com/watch?v=h1_H_k9tUAg,4.15
Luke Combs - Beautiful Crazy (Karaoke Version),https://www.youtube.com/watch?v=2EqbICF1O88,3.42
Yarichin B Club - Touch You (Karaoke Version),https://www.youtube.com/watch?v=51pAw0s7IXU,3.8
Ella Henderson - Yours (Valentine's Day Karaoke),https://www.youtube.com/watch?v=IOowGOU1BXc,3.07
My Chemical Romance - Welcome To The Black Parade (Karaoke Version),https://www.youtube.com/watch?v=EkJ2NL6xpcc,5.35
Shawn Mendes - In My Blood (Karaoke Version),https://www.youtube.com/watch?v=1UIGgaw2gTY,3.85
Michael Jackson - The Way You Make Me Feel (Karaoke Version),https://www.youtube.com/watch?v=G5Fiuz7Xnio,5.57
Silento - Watch Me (Whip / Nae Nae) (Karaoke Version),https://www.youtube.com/watch?v=HEv6E4hz8cM,3.37
John Legend - Ordinary People (Karaoke Version),https://www.youtube.com/watch?v=I93Xg1aZFEQ,4.98
"Earth, Wind & Fire - September (Karaoke Version)",https://www.youtube.com/watch?v=cKRmRYad318,4.07
KYLE ft. Lil Yachty - iSpy (Karaoke Version),https://www.youtube.com/watch?v=wzjl9K2269U,4.37
Pitbull and Ke$ha - Timber (Karaoke Version),https://www.youtube.com/watch?v=Cnz3ayX8dyg,3.73
Major Lazer & DJ Snake (feat. MØ) - Lean On (Karaoke Version),https://www.youtube.com/watch?v=9X8Bsgz8DfQ,3.23
Taylor Swift - Red (Karaoke Version),https://www.youtube.com/watch?v=vq9GUJnBJRc,3.95
Melanie Martinez - Pity Party (Karaoke Version),https://www.youtube.com/watch?v=fOWLajLvqXg,3.68
Ariana Grande and Big Sean - Best Mistake (Karaoke Version),https://www.youtube.com/watch?v=xpo4FUydnMM,4.22
Selena Gomez ft. A$AP Rocky - Good For You (Karaoke Version),https://www.youtube.com/watch?v=WggYVunMNTA,4.03
Katy Perry - Last Friday Night (T.G.I.F) (Karaoke Version),https://www.youtube.com/watch?v=ZJ_-i6MhWq8,4.25
Melanie Martinez - Cake (Karaoke Version),https://www.youtube.com/watch?v=5J_D7SfIc94,3.85
Desiigner - Panda (Karaoke Version),https://www.youtube.com/watch?v=Wg_-u5cjI4s,4.85
Melanie Martinez - Soap (Karaoke Version),https://www.youtube.com/watch?v=klzWPpowZcQ,3.83
"Bill Medley, Jennifer Warnes - (I've Had) The Time Of My Life (Karaoke Version)",https://www.youtube.com/watch?v=8wBiWyYpaLc,5.85
Adele - Chasing Pavements (Karaoke Version),https://www.youtube.com/watch?v=3ovRDVtkmn8,4.15
Avicii - Hey Brother (Karaoke Version),https://www.youtube.com/watch?v=7fjomuUR2kM,4.6
"Louis Tomlinson ft. Bebe Rexha, Digital Farm Animals - Back To You (Karaoke Version)",https://www.youtube.com/watch?v=nM-4WxGjYW0,3.63
"Kygo, Selena Gomez - It Ain't Me (Karaoke Version)",https://www.youtube.com/watch?v=p9StrUuAtCg,4.1
Gina T - Sail Over Seven Seas (Karaoke Songs),https://www.youtube.com/watch?v=-dlXnvxWe-s,4.75
Zach Bryan - Something in the Orange (Karaoke Version),https://www.youtube.com/watch?v=zSnv3nZBcoc,3.92
Mark Ronson ft . Miley Cyrus - Nothing Breaks Like A Heart (Karaoke Version),https://www.youtube.com/watch?v=Ev30RsVnQUs,3.83
The Greatest Showman - The Other Side (Karaoke Version),https://www.youtube.com/watch?v=xsYWYvCJAbs,3.85
Amy Winehouse - Rehab (Karaoke Version),https://www.youtube.com/watch?v=RQZscYrhLtA,3.98
Demi Lovato - Let It Go (Karaoke Version),https://www.youtube.com/watch?v=1enflc905ME,4.38
Idina Menzel & Michael Bublé - Baby It's Cold Outside (Karaoke Version),https://www.youtube.com/watch?v=te5_kvfz82c,2.98
James Bay - Hold Back The River (Karaoke Version),https://www.youtube.com/watch?v=Ral1tVPTNBA,4.28
Kehlani - Gangsta (from Suicide Squad) (Karaoke Version),https://www.youtube.com/watch?v=cyrpA6fx2sU,3.57
Jonas Brothers - Sucker (Karaoke Version),https://www.youtube.com/watch?v=xZCLLVYq3O8,3.35
Miley Cyrus - Malibu (Karaoke Version),https://www.youtube.com/watch?v=yF7IS5Lw_ws,4.13
Lady Gaga - Born This Way (Karaoke Version),https://www.youtube.com/watch?v=NatvhO5ihAk,4.7
Sub Urban - Cradles (Karaoke Version),https://www.youtube.com/watch?v=SkvLj4WENkI,3.95
Taylor Swift - ...Ready For It? (Karaoke Version),https://www.youtube.com/watch?v=6ZwT3v-rZRk,3.72
Auburn - The Perfect Two (Karaoke Version),https://www.youtube.com/watch?v=Qnw4FAxd3fc,4.5
Train - Drops Of Jupiter (Karaoke Version),https://www.youtube.com/watch?v=68HfJMN5YUQ,4.67
Tyla - Water (Karaoke Version),https://www.youtube.com/watch?v=_KZCVehzPK4,3.6
Rihanna ft. Calvin Harris - We Found Love (Karaoke Version),https://www.youtube.com/watch?v=XclNcFENpvA,3.97
Ellie Goulding - Burn (Karaoke Version),https://www.youtube.com/watch?v=doarFqjcTfg,4.18
Taylor Swift - Speak Now (Karaoke Version),https://www.youtube.com/watch?v=R4ugqhEZfcI,4.45
Sia - Bird Set Free (Karaoke Version),https://www.youtube.com/watch?v=QPUh2yRv5mM,4.75
Tracy Chapman - Fast Car (Karaoke Version),https://www.youtube.com/watch?v=Wm6-X6yPHVI,5.17
Alicia Keys - Fallin' (Karaoke Version),https://www.youtube.com/watch?v=yQcTzxmG1ro,3.58
Clairo - Sofia (Karaoke Version),https://www.youtube.com/watch?v=jiJ4_-jVHYI,3.57
Kate Bush - Running Up That Hill (A Deal With God) (Karaoke Version),https://www.youtube.com/watch?v=UPd80vvFNtY,5.12
Seal - Kiss From A Rose (Karaoke Version),https://www.youtube.com/watch?v=Ug6Mr144qrM,5.47
John Lennon - Happy Xmas (War Is Over) (Karaoke Version),https://www.youtube.com/watch?v=6E0BRIN3Z0c,4.13
Rihanna - Russian Roulette (Karaoke Version),https://www.youtube.com/watch?v=xNRXuxrHrrk,4.08
Los Lobos - La Bamba (Karaoke Version),https://www.youtube.com/watch?v=9LP71ypf2qg,2.72
Julie and The Phantoms - Wake Up (Karaoke Version),https://www.youtube.com/watch?v=TecAH_OrSZs,3.97
Ed Sheeran & Justin Bieber - I Don't Care (Karaoke Version),https://www.youtube.com/watch?v=gSLONLzgUOs,3.97
Travis Scott ft. Drake - SICKO MODE (Karaoke Version),https://www.youtube.com/watch?v=fSVUvFxu0r0,5.27
Roddy Ricch - The Box (Karaoke Version),https://www.youtube.com/watch?v=TKVEaCmS0Zw,3.45
Lady Gaga - Bloody Mary (Karaoke Version),https://www.youtube.com/watch?v=ECpCDK-2rkg,4.1
Donna Summer - Hot Stuff (Karaoke Version),https://www.youtube.com/watch?v=U1uTOOuXqIs,4.23
Bars and Melody - Hopeful (Karaoke Version),https://www.youtube.com/watch?v=o68oHN_opVQ,3.17
"Daya - Sit Still, Look Pretty (Karaoke Version)",https://www.youtube.com/watch?v=wXvtiVypqu0,3.95
High School Musical 2 - Fabulous (Karaoke Version),https://www.youtube.com/watch?v=42sZMRaJe5w,3.67
NewJeans - Super Shy (Karaoke Version),https://www.youtube.com/watch?v=1O1SG71rfoI,2.82
Chord Overstreet - Hold On (Karaoke Version),https://www.youtube.com/watch?v=XvLQ-eNKIzk,3.58
Queen - Radio Ga Ga (Karaoke Version),https://www.youtube.com/watch?v=DKTs8sLLdc0,5.97
George Ezra - Budapest (Karaoke Version),https://www.youtube.com/watch?v=CioqlHi-2b4,3.7
Descendants 2 - Ways To Be Wicked (Karaoke Version),https://www.youtube.com/watch?v=IEn49CU7IrA,3.52
Masked Wolf - Astronaut In The Ocean (Karaoke Version),https://www.youtube.com/watch?v=dtbP_vrw_mw,2.63
Melanie Martinez - Alphabet Boy (Karaoke Version),https://www.youtube.com/watch?v=u2jQRPVtfgE,4.9
Camila Cabello - Never Be The Same (Karaoke Version),https://www.youtube.com/watch?v=O6EhpqFNy_U,4.13
HRVY - Personal (Karaoke Version),https://www.youtube.com/watch?v=dnQRUl1P6-s,3.62
Labrinth ft. Emeli Sande - Beneath Your Beautiful (Karaoke Version),https://www.youtube.com/watch?v=C233y8-aY14,4.75
"RAYE, 070 Shake - Escapism. (Karaoke Version)",https://www.youtube.com/watch?v=hCV1Th0KSJQ,4.68
Dua Lipa & BLACKPINK - Kiss And Make Up (Karaoke Version),https://www.youtube.com/watch?v=wfkadIQRqbU,3.43
Ruth B - Superficial Love (Karaoke Version),https://www.youtube.com/watch?v=mytwQTeWQOc,4.03
Sara Bareilles - Gravity (Karaoke Version),https://www.youtube.com/watch?v=dQuzZXLWVqU,4.12
"Shakira - Whenever, Wherever (Karaoke Version)",https://www.youtube.com/watch?v=QzR3FiN1YSQ,3.35
Paramore - Misery Business (Karaoke Version),https://www.youtube.com/watch?v=dZUHFTH2wYY,4.07
Shawn Mendes - Life Of The Party (Karaoke Version),https://www.youtube.com/watch?v=3xtbMy_hcY4,3.82
DNCE - Cake By The Ocean (Karaoke Version),https://www.youtube.com/watch?v=dWm4HGEf2u0,4.17
Halsey - Gasoline (Karaoke Version),https://www.youtube.com/watch?v=nZWWMlEt1iY,3.58
Dolly Parton - 9 To 5 (Karaoke Version),https://www.youtube.com/watch?v=OqQz92Od-HU,3.33
Nicki Minaj - Pills N Potions (Karaoke Version),https://www.youtube.com/watch?v=3eWhaHn_6hE,4.77
Ella Henderson - Ghost (Karaoke Version),https://www.youtube.com/watch?v=PAv5xhWR2NU,4.2
Freya Ridings - Lost Without You (Karaoke Version),https://www.youtube.com/watch?v=Mw3XBaq90Zs,4.12
Billie Eilish - Six Feet Under (Karaoke Version),https://www.youtube.com/watch?v=mbdrN6f1j6o,3.65
Bebe Rexha ft. Florida Georgia Line - Meant To Be (Karaoke Version),https://www.youtube.com/watch?v=-cS2mcNnQfY,3.08
Richard Marx - Now & Forever (Karaoke Version),https://www.youtube.com/watch?v=ICUrHapBGQI,3.72
Bonnie Tyler - If I Sing You a Love Song (Karaoke Version),https://www.youtube.com/watch?v=k6gcSuNufhA,4.88
UB40 - Red Red Wine (Karaoke Version),https://www.youtube.com/watch?v=clsnqc0v4qY,3.47
Tom Jones - You're My World (Karaoke Version),https://www.youtube.com/watch?v=e_yvyWPb2hI,3.68
LANY - ILYSB (Karaoke Version),https://www.youtube.com/watch?v=JjVtGC7jcdU,3.93
Billy Ray Cyrus - Achy Breaky Heart (Karaoke Version),https://www.youtube.com/watch?v=HisAayo4Dio,3.53
Sabrina Carpenter - Nonsense (Karaoke Version),https://www.youtube.com/watch?v=qZaS1OT9xQI,2.83
Taylor Swift and Ed Sheeran - Everything Has Changed (Karaoke Version),https://www.youtube.com/watch?v=j3zBJPk0Jtk,4.25
Alan Walker ft. Noah Cyrus - All Falls Down (Karaoke Version),https://www.youtube.com/watch?v=Yy8_0pD6Fj0,3.68
Amy Grant - Winter Wonderland (Karaoke Version),https://www.youtube.com/watch?v=u8PBsrnzGU4,2.57
Nat King Cole - The Christmas Song (Merry Christmas To You) (Karaoke Version),https://www.youtube.com/watch?v=s1rgRFVUIJQ,3.53
MYMP - Only Reminds Me Of You (Karaoke Version),https://www.youtube.com/watch?v=j-HWqIw0B_Q,4.62
Lil Nas X - MONTERO (Call Me By Your Name) (Karaoke Version),https://www.youtube.com/watch?v=gmmZrbVBOd0,2.52
Taylor Swift - Gorgeous (Karaoke Version),https://www.youtube.com/watch?v=MohQxsMc2Es,3.63
Sabrina Carpenter - Can't Blame A Girl For Trying (Karaoke Version),https://www.youtube.com/watch?v=s4zdE6vw8dc,3.15
Harry Styles - Adore You (Karaoke Version),https://www.youtube.com/watch?v=XL24DbgCWgQ,3.92
Billie Eilish - Bored (Karaoke Version),https://www.youtube.com/watch?v=5yWgec4Drwc,3.37
Katy Perry - Rise (Karaoke Version),https://www.youtube.com/watch?v=6yQVtrqx5sU,3.97
Ricky Montgomery - Mr. Loverman (Karaoke Version),https://www.youtube.com/watch?v=dBHbxo_Pmj8,3.93
Keane - Everybody's Changing (Karaoke Version),https://www.youtube.com/watch?v=OZD6H9SGIB8,3.92
Demi Lovato - Cool For The Summer (Karaoke Version),https://www.youtube.com/watch?v=BqiBmont1ZQ,3.93
Arizona Zervas - Roxanne (Karaoke Version),https://www.youtube.com/watch?v=CRZ8DjDfnEE,2.92
One Direction - If I Could Fly (Karaoke Version),https://www.youtube.com/watch?v=vaWw6qZa6BI,4.48
The Living Tombstone - It's Been So Long (FNAF 2 - Karaoke Version),https://www.youtube.com/watch?v=Tz7SS5LUKT0,3.25
Maroon 5 ft. Christina Aguilera - Moves Like Jagger (Karaoke Version),https://www.youtube.com/watch?v=hAwR8Mx8W44,3.73
Arctic Monkeys - Do I Wanna Know? (Karaoke Version),https://www.youtube.com/watch?v=edorf0kTnJw,4.72
"Sam Smith, Normani - Dancing With A Stranger (Karaoke Version)",https://www.youtube.com/watch?v=oSRYZ29SoYM,3.4
G-Eazy & Halsey - Him & I (Karaoke Version),https://www.youtube.com/watch?v=d-y2PfMoUec,4.88
R.E.M. - Everybody Hurts (Karaoke Version),https://www.youtube.com/watch?v=Nyn4MreKIk4,5.67
Katy Perry - Teenage Dream (Karaoke Version),https://www.youtube.com/watch?v=kUyhDgryS3g,4.4
"DJ Khaled ft. Justin Bieber, Quavo, Chance The Rapper, Lil Wayne - I'm The One (Karaoke Version)",https://www.youtube.com/watch?v=sTvMJOFK_Zo,5.18
girl in red - we fell in love in october (Karaoke Version),https://www.youtube.com/watch?v=p0FFm6WvMDQ,3.33
Jason Derulo ft. Nicki Minaj & Ty Dolla $ign - Swalla (Karaoke Version),https://www.youtube.com/watch?v=_9sw6y2YzIA,4.07
Ariana Grande - positions (Karaoke Version),https://www.youtube.com/watch?v=2gmzIHU_714,3.25
Ava Max - Kings & Queens (Karaoke Version),https://www.youtube.com/watch?v=BlpAh1A8PHI,3.12
The Neighbourhood - Daddy Issues (Karaoke Version),https://www.youtube.com/watch?v=M5aSLc-3FfY,4.78
"Jess Glynne - Take Me Home (Karaoke, Single Version)",https://www.youtube.com/watch?v=8w1lQpUo16A,4.3
Little Mix - Touch (Karaoke Version),https://www.youtube.com/watch?v=Gn7LvvBAP80,3.92
Of Monsters And Men - Little Talks (Karaoke Version),https://www.youtube.com/watch?v=XTy69A8XNeM,4.45
Ariana Grande - 34+35 (Karaoke Version),https://www.youtube.com/watch?v=Yykv6iCQMZY,3.3
Sophia Grace ft. Silento - Girl In The Mirror (Karaoke Version),https://www.youtube.com/watch?v=iYCxpzyfC1s,4.25
Descendants 3  - Night Falls (Karaoke Version),https://www.youtube.com/watch?v=hCvAn9BtCvE,3.5
Troye Sivan - Youth (Karaoke Version),https://www.youtube.com/watch?v=csI7n4NKpmE,3.8
Lizzy McAlpine - ceilings (Karaoke Version),https://www.youtube.com/watch?v=vUWsC88Copw,3.22
"G-Eazy x Bebe Rexha - Me, Myself & I (Karaoke Version)",https://www.youtube.com/watch?v=xXbk3InFCxY,4.77
Machine Gun Kelly & Camila Cabello - Bad Things (Karaoke Version),https://www.youtube.com/watch?v=N4_tpI18un4,4.38
One Direction - One Thing (Karaoke Version),https://www.youtube.com/watch?v=K23X9sfz_Jk,3.72
Edith Whiskers - Home (Karaoke Version),https://www.youtube.com/watch?v=RQoKTZPPttQ,3.58
Ne-Yo - Miss Independent (Karaoke Version),https://www.youtube.com/watch?v=hHP_GEZIjTg,4.33
"Sam Smith, Kim Petras - Unholy (Karaoke Version)",https://www.youtube.com/watch?v=60QVBCd7JNw,2.68
Billie Eilish  - bitches broken hearts (Karaoke Version),https://www.youtube.com/watch?v=vRQMsrd4ZAw,3.33
Billie Eilish  - bitches broken hearts (Karaoke Version),https://www.youtube.com/watch?v=vRQMsrd4ZAw,3.33
ROSALÍA & J Balvin - Con Altura ft. El Guincho (Karaoke Version),https://www.youtube.com/watch?v=iS6UtPjMNLE,2.78
Mike Posner - I Took A Pill In Ibiza (SeeB Remix) (Karaoke Version),https://www.youtube.com/watch?v=zPgyip8Hakg,3.85
Melanie Martinez - Carousel (Karaoke Version),https://www.youtube.com/watch?v=JIDBnlp2AIw,4.17
"Y2K, bbno$ - Lalala (Karaoke Version)",https://www.youtube.com/watch?v=GxAP5FDWl5A,3.05
V (BTS) - Winter Bear (Karaoke Version),https://www.youtube.com/watch?v=V1jsX0Z3Zms,3.22
Charlie Puth - How Long (Karaoke Version),https://www.youtube.com/watch?v=jzz2RU5hOCc,3.53
James Newton Howard and Jennifer Lawrence - The Hanging Tree (Karaoke Version),https://www.youtube.com/watch?v=o_sbV5vH4aM,3.93
The Beatles - Come Together (Karaoke Version),https://www.youtube.com/watch?v=D9gA8erVrcY,5
Britney Spears - Lucky (Karaoke Version),https://www.youtube.com/watch?v=hzR9lRaiJMI,3.68
Cavetown - This Is Home (Karaoke Version),https://www.youtube.com/watch?v=JRkJlxO4qhM,4.17
Pink - Just Like Fire (Karaoke Version),https://www.youtube.com/watch?v=dLYuZC6Czfw,4.2
Alan Walker - Sing Me To Sleep (Karaoke Version),https://www.youtube.com/watch?v=9-3_EknhrI4,3.42
Jason Derulo and Snoop Dogg - Wiggle (Karaoke Version),https://www.youtube.com/watch?v=s2gD1jwjU_M,3.53
Panic! At The Disco - This Is Gospel (Piano) (Karaoke Version),https://www.youtube.com/watch?v=S3yTwGOOhmk,3.55
Lana Del Rey - West Coast (Karaoke Version),https://www.youtube.com/watch?v=ZIduCDtNICU,4.53
Alex & Sierra - Little Do You Know (Karaoke Version),https://www.youtube.com/watch?v=ZQGU6_ZjWwg,3.32
Niall Horan - Slow Hands (Karaoke Version),https://www.youtube.com/watch?v=3W9XbTGdakA,3.52
Michael Bolton - How Am I Supposed To Live Without You (Karaoke Version),https://www.youtube.com/watch?v=JVN9XsGSQw0,4.4
FINNEAS - Break My Heart Again (Karaoke Version),https://www.youtube.com/watch?v=pDPacquHrCE,4.27
The Greatest Showman - Rewrite The Stars (Piano Version),https://www.youtube.com/watch?v=q5zz2QhThmE,4.25
Little Mix - Wings (Karaoke Version),https://www.youtube.com/watch?v=nfH5F0vqzuQ,3.98
"Fall Out Boy - Sugar, We're Going Down (Karaoke Version)",https://www.youtube.com/watch?v=d5lOB7Ibjhg,4.37
Tom Jones - Delilah (Karaoke Version),https://www.youtube.com/watch?v=AiICGcP5SzM,3.55
Lorde - Liability (Karaoke Version),https://www.youtube.com/watch?v=J6ARCHkdQGc,3.08
P!nk - A Million Dreams (Karaoke Version) | Sing King Karaoke,https://www.youtube.com/watch?v=cLq1IdfZLog,4.8
Billie Eilish - watch (Karaoke Version),https://www.youtube.com/watch?v=ZPfvjEkbb4w,3.22
Calvin Harris & Disciples - How Deep Is Your Love (Karaoke Version),https://www.youtube.com/watch?v=DE7Ve7N49Is,4.12
Carly Rae Jepsen - I Really Like You (Karaoke Version),https://www.youtube.com/watch?v=VILLFThUZko,3.75
Ella Mai - Boo'd Up (Karaoke Version),https://www.youtube.com/watch?v=a-d9H0yCMJc,4.32
Frozen 2 - Some Things Never Change (Karaoke Version),https://www.youtube.com/watch?v=mnD7nbTjZ6U,3.97
The Chainsmokers & Coldplay - Something Just Like This (Karaoke Version),https://www.youtube.com/watch?v=1FE7rNOZjC8,4.42
The Band Perry - If I Die Young (Karaoke Version),https://www.youtube.com/watch?v=O19c8OMCykY,3.95
Simple Minds - Don't You (Forget About Me) (Karaoke Version),https://www.youtube.com/watch?v=OozUwqWbXzc,4.67
"Cardi B, Bad Bunny & J Balvin - I Like It (Karaoke Version)",https://www.youtube.com/watch?v=tPWU56optms,4.4
Descendants 3 - One Kiss (Karaoke Version),https://www.youtube.com/watch?v=YaYiM6xLuCo,2.82
Jonas Blue ft. William Singe - Mama (Karaoke Version),https://www.youtube.com/watch?v=6SvC0PZ36Xg,3.33
The Jungle Book - Bare Necessities (Karaoke Version),https://www.youtube.com/watch?v=NVEf7dhMurM,5.42
Jordin Sparks - Tattoo (Karaoke Version),https://www.youtube.com/watch?v=d4E9wOh-3ME,4.1
Lady A - The First Noël (Karaoke Version),https://www.youtube.com/watch?v=R6RCCNdGu30,3.68
Beverley Craven - Promise Me (Karaoke Version),https://www.youtube.com/watch?v=OgtYP649W_Y,3.55
Drake - God's Plan (Karaoke Version),https://www.youtube.com/watch?v=b1xiezhCNJo,3.42
Lauren Daigle - Rescue (Karaoke Version),https://www.youtube.com/watch?v=NSrVn6PfAtU,3.97
twenty one pilots - Car Radio (Karaoke Version),https://www.youtube.com/watch?v=w0ZoSRQ5xSg,5.03
Harry Styles - Sweet Creature (Karaoke Version),https://www.youtube.com/watch?v=Fsqq8hjLDO0,4.1
Katy Perry - Part Of Me (Karaoke Version),https://www.youtube.com/watch?v=da1K-sP_Nys,3.9
Lil Eddie - Statue (Karaoke Version),https://www.youtube.com/watch?v=WFCozXnIKlk,4.5
Sabrina Carpenter - Thumbs (Karaoke Version),https://www.youtube.com/watch?v=sPnxLo6CRcQ,4.03
Sofia Carson - Love Is The Name (Karaoke Version),https://www.youtube.com/watch?v=QA2BRqXroEg,4.13
"Frank Sinatra - Theme from New York, New York (Karaoke Version)",https://www.youtube.com/watch?v=4giwDeT59AA,3.68
Ariana Grande - Last Christmas (Karaoke Version),https://www.youtube.com/watch?v=r9ucN2tSnDE,4.17
NF - Let You Down (Karaoke Version),https://www.youtube.com/watch?v=zp1KkQMiPt0,3.73
The Beatles - I Want To Hold Your Hand (Karaoke Version),https://www.youtube.com/watch?v=byhOlv1UvBQ,2.73
Skeeter Davis - The End of the World (Karaoke Version),https://www.youtube.com/watch?v=P3XgPgTrVGk,2.8
Queen & David Bowie - Under Pressure (Karaoke Version),https://www.youtube.com/watch?v=kFD2IRBG35c,4.05
Fetty Wap ft. Remy Boyz - 679 (Karaoke Version),https://www.youtube.com/watch?v=v6FuK3w3iBk,3.58
"Ariana Grande - break up with your girlfriend, i'm bored (Karaoke Version)",https://www.youtube.com/watch?v=XclsUVJNv40,3.38
V - Sweet Night (Karaoke Version),https://www.youtube.com/watch?v=F6PzaxH_TaA,3.85
Backstreet Boys - Everybody (Backstreet's Back) (Karaoke Version),https://www.youtube.com/watch?v=keejy6-6xt4,4.45
Chris Brown and Justin Bieber - Next To You (Karaoke Version),https://www.youtube.com/watch?v=NEH_jPXDOMA,4.57
BØRNS - Electric Love (Karaoke Version),https://www.youtube.com/watch?v=9520UyI0KsE,4.07
Queen - Killer Queen (Karaoke Version),https://www.youtube.com/watch?v=keoUdoKu8Is,3.35
Trevor Daniel - Falling (Karaoke Version),https://www.youtube.com/watch?v=Q7Moarwc_I8,3.07
Ella Mai - Trip (Karaoke Version),https://www.youtube.com/watch?v=7efCH-o6J0s,4.05
Lana Del Rey - Ride (Karaoke Version),https://www.youtube.com/watch?v=4Upnkdnzm00,5.1
Kelly Clarkson - Piece By Piece (Karaoke Version),https://www.youtube.com/watch?v=E7tMc-vrxTw,4.95
Lady Gaga - The Edge Of Glory (Karaoke Version),https://www.youtube.com/watch?v=lhh-ajANmcI,5.5
Justin Bieber - Yummy (Karaoke Version),https://www.youtube.com/watch?v=NxQYcM0Kw2Q,3.65
Shakin' Stevens - Merry Christmas Everyone (Karaoke Version),https://www.youtube.com/watch?v=1HvR0ZAB_Xs,4.03
Céline Dion - How Does A Moment Last Forever (Karaoke Version),https://www.youtube.com/watch?v=9v8RX3vEru4,4.05
Dua Lipa - Break My Heart (Karaoke Version),https://www.youtube.com/watch?v=Sb2GhD-wGtM,4.08
Fall Out Boy - Centuries (Karaoke Version),https://www.youtube.com/watch?v=1EFhj_ofcnw,4.18
5 Seconds Of Summer - Youngblood (Karaoke Version),https://www.youtube.com/watch?v=2drs07dhS7Y,3.72
24kGoldn ft. iann dior - Mood (Karaoke Version),https://www.youtube.com/watch?v=Uukz0TWFfEk,2.83
wave to earth - seasons (Karaoke Version),https://www.youtube.com/watch?v=DvDcbqyBlEM,4.32
Sabrina Carpenter - because i liked a boy (Karaoke Version),https://www.youtube.com/watch?v=d5x3vS__7ZU,3.52
